,Trasformer,LSTM,Ours
0,504.8008117675781,437.3966064453125,519.6678466796875
1,504.8008117675781,437.6276550292969,519.3804931640625
2,504.8008219401042,437.7065022786458,519.2576090494791
3,504.8008117675781,437.7333984375,519.1925048828125
4,504.800830078125,437.73720703125,519.159912109375
5,504.8008219401042,437.7335611979167,519.1165771484375
6,504.80081612723217,437.80283900669644,519.1176409040179
7,504.8008117675781,437.7945861816406,519.1151733398438
8,504.80083550347223,437.85118272569446,519.1047634548611
9,504.800830078125,437.837109375,519.093701171875
10,504.80082563920456,437.82319779829544,519.0759943181819
11,504.8008219401042,437.7814534505208,519.0810953776041
12,504.80081881009613,437.8369140625,519.0832331730769
13,504.80081612723217,437.7899693080357,519.0119280133929
14,504.8008138020833,437.74114583333335,518.9599934895833
15,504.8008117675781,437.6996154785156,518.9144897460938
16,504.8008386948529,437.640625,518.8687959558823
17,504.80083550347223,437.5978190104167,518.8290473090278
18,504.8008326480263,437.57930715460526,518.7916837993421
19,504.800830078125,437.547509765625,518.760693359375
20,504.8008277529762,437.4955357142857,518.7300502232143
21,504.80082563920456,437.4688831676136,518.7040127840909
22,504.8008237092391,437.4751613451087,518.6861413043479
23,504.8008219401042,437.4377848307292,518.6646728515625
24,504.8008203125,437.3776953125,518.6440625
25,504.80081881009613,437.34175931490387,518.6229717548077
26,504.80081741898147,437.32881221064815,518.6050347222222
27,504.80081612723217,437.30580357142856,518.5857282366071
28,504.80081492456895,437.30101697198273,518.5578192349138
29,504.8008138020833,437.2641927083333,518.5281575520834
30,504.8008138020833,437.2416015625,518.4875651041667
31,504.8008138020833,437.20696614583335,518.4462239583333
32,504.8008138020833,437.178515625,518.4037760416667
33,504.8008138020833,437.14576822916666,518.36201171875
34,504.8008138020833,437.11640625,518.3187825520833
35,504.8008138020833,437.08177083333334,518.2811848958333
36,504.8008138020833,437.03837890625,518.2362955729167
37,504.8008138020833,436.99147135416666,518.1924153645833
38,504.8008138020833,436.94830729166665,518.151953125
39,504.8008138020833,436.9023111979167,518.1119466145833
40,504.8008138020833,436.86787109375,518.07470703125
41,504.8008138020833,436.84658203125,518.0314778645833
42,504.8008138020833,436.77805989583334,517.99365234375
43,504.8008138020833,436.7734375,517.9947916666666
44,504.8008138020833,436.72132161458336,517.98125
45,504.8008138020833,436.6652018229167,517.9701171875
46,504.8008138020833,436.59638671875,517.96201171875
47,504.8008138020833,436.5154296875,517.9525716145833
48,504.8008138020833,436.41783854166664,517.9438151041667
49,504.8008138020833,436.37688802083335,517.93466796875
50,504.8008138020833,436.31800130208336,517.9249674479166
51,504.8008138020833,436.2240885416667,517.9339192708334
52,504.8008138020833,436.1251627604167,517.9506510416667
53,504.8008138020833,436.05322265625,517.9698893229166
54,504.8008138020833,435.95693359375,517.9795247395833
55,504.8008138020833,435.8304036458333,517.9925130208334
56,504.8008138020833,435.68590494791664,518.003515625
57,504.8008138020833,435.5418294270833,518.0189127604167
58,504.8008138020833,435.383984375,518.0418294270834
59,504.8008138020833,435.25071614583334,518.0661783854167
60,504.8008138020833,435.1121419270833,518.0873046875
61,504.8008138020833,434.95823567708334,518.1080403645833
62,504.8008138020833,434.79742838541665,518.123046875
63,504.8008138020833,434.62854817708336,518.1375325520834
64,504.8008138020833,434.4906901041667,518.1599609375
65,504.8008138020833,434.3662109375,518.18271484375
66,504.8008138020833,434.2373046875,518.2011067708333
67,504.8008138020833,434.10589192708335,518.2107096354167
68,504.8008138020833,433.98623046875,518.2174153645833
69,504.8008138020833,433.84856770833335,518.2234700520834
70,504.8008138020833,433.7328776041667,518.2436197916667
71,504.8008138020833,433.57867838541665,518.2598958333333
72,504.8008138020833,433.3988932291667,518.26806640625
73,504.8008138020833,433.2599283854167,518.2853515625
74,504.8008138020833,433.1883138020833,518.3208984375
75,504.8008138020833,433.134765625,518.3586588541667
76,504.8008138020833,433.1083984375,518.3862955729167
77,504.8008138020833,433.12786458333335,518.4173502604167
78,504.8008138020833,433.0888671875,518.4491861979167
79,504.8008138020833,432.958203125,518.4669921875
80,504.8008138020833,432.86455078125,518.4861653645834
81,504.8008138020833,432.83014322916665,518.50244140625
82,504.8008138020833,432.79091796875,518.5056315104167
83,504.8008138020833,432.7465494791667,518.50791015625
84,504.8008138020833,432.72294921875,518.5238932291667
85,504.8008138020833,432.72565104166665,518.5371744791667
86,504.8008138020833,432.7571614583333,518.5469401041667
87,504.8008138020833,432.76324869791665,518.5542643229167
88,504.8008138020833,432.76422526041665,518.562890625
89,504.8008138020833,432.78570963541665,518.5796549479167
90,504.8008138020833,432.79339192708335,518.591015625
91,504.8008138020833,432.82652994791664,518.6052734375
92,504.8008138020833,432.8483072916667,518.6216471354167
93,504.8008138020833,432.84990234375,518.63359375
94,504.8008138020833,432.81298828125,518.6397786458333
95,504.8008138020833,432.7618815104167,518.63818359375
96,504.8008138020833,432.71100260416665,518.63935546875
97,504.8008138020833,432.64098307291664,518.64658203125
98,504.8008138020833,432.5642578125,518.659765625
99,504.8008138020833,432.45123697916665,518.6434895833333
100,504.8008138020833,432.3609375,518.6652994791667
101,504.8008138020833,432.30755208333335,518.69072265625
102,504.8008138020833,432.31194661458335,518.71767578125
103,504.8008138020833,432.2299479166667,518.7301106770833
104,504.8008138020833,432.17369791666664,518.7322265625
105,504.8008138020833,432.0697916666667,518.72685546875
106,504.8008138020833,431.94085286458335,518.6938151041667
107,504.8008138020833,431.78912760416665,518.6597330729167
108,504.8008138020833,431.7091471354167,518.6235677083333
109,504.8008138020833,431.6489583333333,518.5940755208334
110,504.8008138020833,431.5984700520833,518.563671875
111,504.8008138020833,431.45667317708336,518.51845703125
112,504.8008138020833,431.36009114583334,518.4825520833333
113,504.8008138020833,431.27594401041665,518.4477213541667
114,504.8008138020833,431.15748697916666,518.40107421875
115,504.8008138020833,431.01136067708336,518.3610026041666
116,504.8008138020833,430.89202473958335,518.3236653645833
117,504.8008138020833,430.7837239583333,518.2841145833333
118,504.8008138020833,430.6845703125,518.2460611979167
119,504.8008138020833,430.598828125,518.2018229166666
120,504.8008138020833,430.51722005208336,518.1596354166667
121,504.8008138020833,430.42174479166664,518.1274088541667
122,504.8008138020833,430.3179036458333,518.10205078125
123,504.8008138020833,430.254296875,518.0798502604167
124,504.8008138020833,430.1964518229167,518.05498046875
125,504.8008138020833,430.12281901041666,518.0363932291667
126,504.8008138020833,430.04208984375,518.00380859375
127,504.8008138020833,429.9822591145833,517.97314453125
128,504.8008138020833,429.93173828125,517.938671875
129,504.8008138020833,429.93603515625,517.9307291666667
130,504.8008138020833,429.89381510416666,517.87529296875
131,504.8008138020833,429.86627604166665,517.820703125
132,504.8008138020833,429.81640625,517.7680013020833
133,504.8008138020833,429.7490234375,517.71708984375
134,504.8008138020833,429.6393229166667,517.66015625
135,504.8008138020833,429.566015625,517.6125325520833
136,504.8008138020833,429.53447265625,517.6009765625
137,504.8008138020833,429.49889322916664,517.58212890625
138,504.8008138020833,429.40517578125,517.5637044270833
139,504.8008138020833,429.37877604166664,517.5721028645834
140,504.8008138020833,429.37096354166664,517.5798177083333
141,504.8008138020833,429.4132486979167,517.5866861979167
142,504.8008138020833,429.394140625,517.5869791666667
143,504.8008138020833,429.37672526041666,517.5881510416667
144,504.8008138020833,429.4029296875,517.5965169270834
145,504.8008138020833,429.4028645833333,517.59541015625
146,504.8008138020833,429.3955403645833,517.5769205729167
147,504.8008138020833,429.4366861979167,517.5865234375
148,504.8008138020833,429.4486979166667,517.5609049479167
149,504.8008138020833,429.432421875,517.5255208333333
150,504.8008138020833,429.4225260416667,517.516015625
151,504.8008138020833,429.40631510416665,517.4929036458333
152,504.8008138020833,429.3986002604167,517.4589192708333
153,504.8008138020833,429.3792317708333,517.43935546875
154,504.8008138020833,429.3754557291667,517.4209309895833
155,504.8008138020833,429.4226888020833,517.4106770833333
156,504.8008138020833,429.4604817708333,517.416796875
157,504.8008138020833,429.48997395833334,517.4140950520833
158,504.8008138020833,429.50384114583335,517.4092122395833
159,504.8008138020833,429.5296875,517.41650390625
160,504.8008138020833,429.5224283854167,517.4267903645833
161,504.8008138020833,429.4376953125,517.4671875
162,504.8008138020833,429.5226236979167,517.5063802083333
163,504.8008138020833,429.59485677083336,517.5490559895833
164,504.8008138020833,429.63170572916664,517.5997395833333
165,504.8008138020833,429.65113932291666,517.6433919270834
166,504.8008138020833,429.6569010416667,517.6833333333333
167,504.8008138020833,429.6388346354167,517.7242838541666
168,504.8008138020833,429.63453776041666,517.7679361979167
169,504.8008138020833,429.56585286458335,517.78408203125
170,504.80078125,429.47877604166666,517.80048828125
171,504.8008138020833,429.41754557291665,517.8261393229167
172,504.8008138020833,429.38385416666665,517.8511393229167
173,504.8008138020833,429.34736328125,517.8749348958333
174,504.8008138020833,429.29534505208335,517.89912109375
175,504.8008138020833,429.27451171875,517.9269205729166
176,504.8008138020833,429.19970703125,517.9561197916667
177,504.8008138020833,429.0877278645833,517.9616536458333
178,504.8008138020833,428.8816731770833,518.0046875
179,504.8008138020833,428.79938151041665,518.0730794270834
180,504.8008138020833,428.7583333333333,518.1170247395834
181,504.8008138020833,428.7125651041667,518.1665690104167
182,504.8008138020833,428.71998697916666,518.2252278645833
183,504.8008138020833,428.7320963541667,518.2671549479167
184,504.8008138020833,428.707421875,518.2999348958333
185,504.8008138020833,428.67200520833336,518.3163411458333
186,504.8008138020833,428.66839192708335,518.3397135416667
187,504.8008138020833,428.6816080729167,518.371875
188,504.8008138020833,428.7005859375,518.4068359375
189,504.8008138020833,428.71741536458336,518.4943033854166
190,504.8008138020833,428.79127604166666,518.57470703125
