,Trasformer,LSTM,Ours
0,504.8008117675781,488.6368408203125,525.89697265625
1,504.8008117675781,488.8794250488281,525.5173950195312
2,504.8008219401042,488.70068359375,525.302978515625
3,504.8008117675781,488.8313903808594,525.224853515625
4,504.800830078125,489.0294921875,525.16748046875
5,504.8008219401042,489.2137858072917,525.12353515625
6,504.80081612723217,489.43858119419644,525.1030970982143
7,504.8008117675781,489.5948486328125,525.093994140625
8,504.80083550347223,489.78076171875,525.0804036458334
9,504.800830078125,489.877099609375,525.07373046875
10,504.80082563920456,490.02729936079544,525.0658291903409
11,504.8008219401042,490.1570231119792,525.057373046875
12,504.80081881009613,490.29139122596155,525.0451847956731
13,504.80081612723217,490.41294642857144,525.0416782924107
14,504.8008138020833,490.5180338541667,525.0372721354166
15,504.8008117675781,490.5753479003906,525.0350341796875
16,504.8008386948529,490.62109375,525.0315946691177
17,504.80083550347223,490.6497395833333,525.02490234375
18,504.8008326480263,490.7006578947368,525.0194798519736
19,504.800830078125,490.746044921875,525.01298828125
20,504.8008277529762,490.787109375,525.008045014881
21,504.80082563920456,490.81352095170456,525.0031516335227
22,504.8008237092391,490.8209069293478,524.9971552309783
23,504.8008219401042,490.8271484375,524.99169921875
24,504.8008203125,490.7901171875,524.9854296875
25,504.80081881009613,490.7293043870192,524.9728816105769
26,504.80081741898147,490.68120659722223,524.960105613426
27,504.80081612723217,490.58530970982144,524.9472307477679
28,504.80081492456895,490.51326778017244,524.9371969288793
29,504.8008138020833,490.4293619791667,524.9257161458333
30,504.8008138020833,490.45257161458335,524.9216471354167
31,504.8008138020833,490.4711588541667,524.9175130208333
32,504.8008138020833,490.50042317708335,524.9163736979167
33,504.8008138020833,490.49697265625,524.9102864583333
34,504.8008138020833,490.4955729166667,524.9038736979167
35,504.8008138020833,490.49016927083335,524.8970052083333
36,504.8008138020833,490.4599609375,524.8843098958333
37,504.8008138020833,490.426171875,524.8720052083333
38,504.8008138020833,490.40732421875,524.8656575520833
39,504.8008138020833,490.38203125,524.85927734375
40,504.8008138020833,490.33782552083335,524.8516927083333
41,504.8008138020833,490.26393229166666,524.8453776041666
42,504.8008138020833,490.1581705729167,524.8382486979167
43,504.8008138020833,490.01630859375,524.8250325520834
44,504.8008138020833,489.8680013020833,524.8120768229167
45,504.8008138020833,489.7180989583333,524.8013997395833
46,504.8008138020833,489.56891276041665,524.7939778645833
47,504.8008138020833,489.38391927083336,524.7837890625
48,504.8008138020833,489.10022786458336,524.7747395833334
49,504.8008138020833,488.6770833333333,524.7639322916667
50,504.8008138020833,488.128515625,524.7537760416667
51,504.8008138020833,487.26178385416665,524.7429361979167
52,504.8008138020833,485.87392578125,524.73203125
53,504.8008138020833,484.3560546875,524.7212239583333
54,504.8008138020833,482.81285807291664,524.6996744791667
55,504.8008138020833,481.25657552083334,524.6948567708333
56,504.8008138020833,479.67890625,524.691015625
57,504.8008138020833,478.11761067708335,524.6828125
58,504.8008138020833,476.5575846354167,524.6673177083334
59,504.8008138020833,475.01389973958334,524.6560872395834
60,504.8008138020833,473.494921875,524.6296223958333
61,504.8008138020833,471.95595703125,524.5990885416667
62,504.8008138020833,470.4752604166667,524.5876953125
63,504.8008138020833,468.95081380208336,524.571875
64,504.8008138020833,467.377734375,524.5541666666667
65,504.8008138020833,465.78834635416666,524.5288736979167
66,504.8008138020833,464.2074869791667,524.5046223958333
67,504.8008138020833,462.625,524.4941080729167
68,504.8008138020833,461.03850911458335,524.48193359375
69,504.8008138020833,459.44329427083335,524.4637044270834
70,504.8008138020833,457.8476888020833,524.4430989583333
71,504.8008138020833,456.2692057291667,524.40693359375
72,504.8008138020833,454.7158528645833,524.3721354166667
73,504.8008138020833,453.17291666666665,524.337109375
74,504.8008138020833,451.6451171875,524.3009440104166
75,504.8008138020833,450.09716796875,524.2655924479167
76,504.8008138020833,448.4643229166667,524.2277994791667
77,504.8008138020833,446.86110026041666,524.1762369791667
78,504.8008138020833,445.33313802083336,524.1398111979166
79,504.8008138020833,443.93805338541665,524.1069010416667
80,504.8008138020833,442.66774088541666,524.0728515625
81,504.8008138020833,441.71119791666666,524.040234375
82,504.8008138020833,441.26806640625,524.0082356770833
83,504.8008138020833,440.96005859375,523.9737955729166
84,504.8008138020833,440.7109049479167,523.9505208333334
85,504.8008138020833,440.47734375,523.9165364583333
86,504.8008138020833,440.26767578125,523.8828450520833
87,504.8008138020833,440.08310546875,523.853515625
88,504.8008138020833,439.94078776041664,523.828125
89,504.8008138020833,439.87900390625,523.7993815104167
90,504.8008138020833,439.7583333333333,523.7725911458333
91,504.8008138020833,439.61852213541664,523.7544270833333
